,Model4_class0,Model4_class1,Label
58,0.9993833303451538,0.0006166838575154543,0
59,0.0002522490103729069,0.9997476935386658,1
60,0.9993833303451538,0.0006166514940559864,0
61,0.9993752837181091,0.000624771520961076,0
62,0.00027849842444993556,0.9997214674949646,1
63,0.999387264251709,0.0006127084488980472,0
64,0.0002464776043780148,0.9997535347938538,1
65,0.0002670346002560109,0.9997329115867615,1
66,0.9993482232093811,0.000651792623102665,0
67,0.00024786966969259083,0.9997521042823792,1
68,0.9993676543235779,0.0006324219866655767,0
69,0.0002469270839355886,0.9997530579566956,1
70,0.9993603825569153,0.0006395658710971475,0
71,0.9993539452552795,0.0006460949080064893,0
72,0.9993758797645569,0.0006241781520657241,0
73,0.9992882609367371,0.0007117599598132074,0
74,0.00025503485812805593,0.9997449517250061,1
75,0.00024864982697181404,0.9997513890266418,1
76,0.9993662238121033,0.0006337801460176706,0
77,0.0002475711517035961,0.9997524619102478,1
78,0.9993721842765808,0.0006278795190155506,0
79,0.0002521025890018791,0.9997479319572449,1
80,0.9993816614151001,0.0006182721699588001,0
81,0.0002508194011170417,0.9997491240501404,1
82,0.9993693232536316,0.0006307275034487247,0
83,0.00024866947205737233,0.9997512698173523,1
84,0.00031034767744131386,0.9996896982192993,1
85,0.9992363452911377,0.0007636615191586316,0
86,0.9993684887886047,0.0006315636564977467,0
87,0.9993698000907898,0.0006301893736235797,0
88,0.9993775486946106,0.0006224565440788865,0
89,0.9993844032287598,0.0006156238378025591,0
90,0.00035490092705003917,0.9996451139450073,1
91,0.9993846416473389,0.0006153839058242738,0
92,0.0002478580572642386,0.9997521042823792,1
93,0.9993428587913513,0.0006571332924067974,0
94,0.9993797540664673,0.0006202697986736894,0
95,0.999358594417572,0.000641460414044559,0
96,0.999357283115387,0.0006427127518691123,0
97,0.9993830919265747,0.0006168316467665136,0
98,0.0002649224770721048,0.9997350573539734,1
99,0.999381422996521,0.0006186099490150809,0
100,0.00024695039610378444,0.9997530579566956,1
101,0.00024998263688758016,0.9997499585151672,1
102,0.0002492700587026775,0.9997506737709045,1
103,0.9993820190429688,0.0006180094787850976,0
104,0.99115389585495,0.008846143260598183,0
105,0.0002453942724969238,0.9997546076774597,1
106,0.9984003901481628,0.0015996410511434078,0
107,0.9993610978126526,0.000638903642538935,0
108,0.0002492669736966491,0.9997506737709045,1
109,0.9993834495544434,0.0006165727390907705,0
110,0.0002498330140952021,0.9997501969337463,1
111,0.00028490665135905147,0.9997150301933289,1
112,0.9993807077407837,0.0006192322471179068,0
113,0.9984317421913147,0.0015682739904150367,0
114,0.9993539452552795,0.000646026514004916,0
115,0.9992837309837341,0.0007163505651988089,0
116,0.9993789196014404,0.0006209934363141656,0
117,0.00047152102342806756,0.9995285272598267,1
118,0.0002460420655552298,0.999754011631012,1
119,0.9993840456008911,0.0006159072509035468,0
120,0.9993724226951599,0.0006276021595112979,0
121,0.9993627667427063,0.0006372300558723509,0
122,0.9993845224380493,0.0006154217408038676,0
123,0.9993640780448914,0.0006359323742799461,0
124,0.9991055130958557,0.0008944848086684942,0
125,0.0004499723145272583,0.9995500445365906,1
126,0.9993727803230286,0.0006272565224207938,0
127,0.9993601441383362,0.0006398573168553412,0
128,0.9993682503700256,0.0006318122614175081,0
129,0.9993880987167358,0.0006119284662418067,0
130,0.9993865489959717,0.0006134356372058392,0
131,0.9993544220924377,0.0006455483380705118,0
132,0.00024689131532795727,0.9997530579566956,1
133,0.0002471298794262111,0.9997528195381165,1
134,0.000247561460128054,0.9997524619102478,1
135,0.0002465941943228245,0.9997534155845642,1
136,0.0002593879180494696,0.9997406601905823,1
137,0.9993558526039124,0.000644140352960676,0
138,0.9993700385093689,0.0006300113745965064,0
139,0.00025406843633390963,0.9997459053993225,1
140,0.9993742108345032,0.000625822227448225,0
141,0.00047537623322568834,0.9995245933532715,1
142,0.0002467155281919986,0.9997532963752747,1
143,0.9993706345558167,0.0006294072954915464,0
144,0.00025875333813019097,0.99974125623703,1
145,0.00024768232833594084,0.9997523427009583,1
146,0.7252338528633118,0.27476614713668823,0
147,0.9992619156837463,0.0007380222086794674,0
148,0.0002677320735529065,0.9997321963310242,1
149,0.9993734955787659,0.0006265712436288595,0
150,0.9993355870246887,0.0006644080276601017,0
151,0.0002499645634088665,0.9997500777244568,1
152,0.9993612170219421,0.0006387627217918634,0
153,0.9993730187416077,0.0006269881268963218,0
154,0.00026321597397327423,0.9997367262840271,1
155,0.00024907264742068946,0.9997509121894836,1
156,0.9993688464164734,0.000631186063401401,0
157,0.0002486825396772474,0.9997512698173523,1
158,0.00024577524163760245,0.9997542500495911,1
159,0.00024964395561255515,0.9997503161430359,1
160,0.9993801116943359,0.0006198493065312505,0
161,0.0002490455808583647,0.9997509121894836,1
162,0.9992644190788269,0.0007356194546446204,0
163,0.9993517994880676,0.0006482091848738492,0
164,0.9993711113929749,0.0006288933800533414,0
165,0.0002517423126846552,0.9997482895851135,1
166,0.9993364214897156,0.0006635616300627589,0
167,0.9993698000907898,0.0006301728426478803,0
168,0.9993302822113037,0.0006696953205391765,0
169,0.9993762373924255,0.0006237826310098171,0
170,0.00024555251002311707,0.9997544884681702,1
171,0.00024473885423503816,0.9997552037239075,1
172,0.9993669390678406,0.0006331366603262722,0
173,0.0002542998699937016,0.9997456669807434,1
174,0.9993809461593628,0.0006189761334098876,0
175,0.9993674159049988,0.0006325611611828208,0
176,0.9993532299995422,0.0006468009669333696,0
177,0.0004521604278124869,0.9995477795600891,1
178,0.00025279531837441027,0.9997472167015076,1
179,0.9993739724159241,0.0006260569207370281,0
180,0.9992594122886658,0.0007406315999105573,0
181,0.9993764758110046,0.0006235853652469814,0
182,0.00024800936807878315,0.9997519850730896,1
183,0.9987444877624512,0.0012554388958960772,0
184,0.9993478655815125,0.0006521769682876766,0
185,0.9992696642875671,0.0007303140009753406,0
186,0.9993842840194702,0.0006157077150419354,0
187,0.9993565678596497,0.0006434813840314746,0
188,0.00024834726355038583,0.999751627445221,1
189,0.9993798732757568,0.0006201104843057692,0
190,0.0007251843344420195,0.9992747902870178,1
191,0.9993776679039001,0.0006223126547411084,0
192,0.9993370175361633,0.0006629545241594315,0
193,0.9993796348571777,0.0006203691009432077,0
194,0.9993621706962585,0.0006378730176948011,0
195,0.9993284940719604,0.0006715392228215933,0
196,0.0002530089404899627,0.9997469782829285,1
197,0.9993847608566284,0.0006152469431981444,0
198,0.0002525623422116041,0.9997474551200867,1
199,0.0002469838655088097,0.9997530579566956,1
200,0.9993820190429688,0.0006179328192956746,0
201,0.9993738532066345,0.0006261849775910378,0
202,0.999371349811554,0.0006286900024861097,0
203,0.999358594417572,0.000641383056063205,0
204,0.0002778486523311585,0.9997221827507019,1
205,0.9993736147880554,0.0006263923714868724,0
206,0.9993588328361511,0.0006411520298570395,0
207,0.9993809461593628,0.0006189761334098876,0
208,0.0003386816242709756,0.9996613264083862,1
209,0.9993520379066467,0.00064796709921211,0
210,0.00026630592765286565,0.9997336268424988,1
211,0.9993614554405212,0.0006385736633092165,0
212,0.0014014668995514512,0.9985985159873962,1
213,0.00025300917332060635,0.9997469782829285,1
214,0.9993662238121033,0.0006337946397252381,0
215,0.9993896484375,0.0006103203049860895,0
216,0.9993453621864319,0.0006546295480802655,0
217,0.0002515366650186479,0.9997484087944031,1
218,0.9993669390678406,0.0006330424803309143,0
219,0.9993695616722107,0.0006304964190348983,0
220,0.0002518435940146446,0.999748170375824,1
221,0.99936443567276,0.0006355645600706339,0
222,0.9993793964385986,0.0006205266690813005,0
223,0.00024906007456593215,0.9997509121894836,1
224,0.9993708729743958,0.0006291079916991293,0
225,0.0002448569575790316,0.9997550845146179,1
226,0.9993731379508972,0.000626941560767591,0
227,0.9993763566017151,0.0006237035850062966,0
228,0.9993522763252258,0.0006476712878793478,0
229,0.0002488160680513829,0.9997511506080627,1
230,0.9993765950202942,0.0006233784952200949,0
231,0.9993834495544434,0.0006165278027765453,0
232,0.9935779571533203,0.006422060076147318,0
233,0.9993653893470764,0.0006346596637740731,0
234,0.0002514100633561611,0.9997485280036926,1
235,0.9993638396263123,0.0006361333071254194,0
236,0.9993636012077332,0.000636414042674005,0
237,0.9993669390678406,0.0006330225151032209,0
238,0.9993599057197571,0.0006400567363016307,0
239,0.00024237421166617423,0.9997575879096985,1
240,0.9993828535079956,0.0006171624409034848,0
241,0.9993829727172852,0.0006169889238663018,0
242,0.9993614554405212,0.0006385548622347414,0
243,0.0002483174321241677,0.999751627445221,1
244,0.99937903881073,0.0006208803970366716,0
245,0.00024886615574359894,0.9997511506080627,1
246,0.9993788003921509,0.0006211366853676736,0
247,0.0002465923025738448,0.9997534155845642,1
248,0.000251211691647768,0.9997487664222717,1
249,0.00024492607917636633,0.9997550845146179,1
250,0.9993690848350525,0.0006309361197054386,0
251,0.0002438786468701437,0.9997561573982239,1
252,0.00024437165120616555,0.9997556805610657,1
253,0.9993403553962708,0.0006595702143386006,0
254,0.00025299034314230084,0.9997469782829285,1
255,0.9993513226509094,0.0006487246719188988,0
256,0.0002582008019089699,0.9997417330741882,1
257,0.9993823766708374,0.0006175831076689065,0
258,0.99937504529953,0.0006249567377381027,0
259,0.9993574023246765,0.0006425822502933443,0
260,0.0002558585547376424,0.9997441172599792,1
261,0.9993669390678406,0.0006330228061415255,0
262,0.00025430278037674725,0.9997456669807434,1
263,0.0002480183611623943,0.9997519850730896,1
264,0.9993450045585632,0.0006550183170475066,0
265,0.9993677735328674,0.0006322836270555854,0
266,0.9993676543235779,0.000632318202406168,0
267,0.0002605247718747705,0.9997394680976868,1
268,0.0005831650923937559,0.9994168281555176,1
269,0.9993626475334167,0.0006373619544319808,0
270,0.0002518351830076426,0.999748170375824,1
271,0.9993845224380493,0.0006154616130515933,0
272,0.00035095546627417207,0.9996490478515625,1
273,0.9993491768836975,0.0006508633960038424,0
274,0.9993808269500732,0.0006191546563059092,0
275,0.9993795156478882,0.0006204228848218918,0
276,0.00024813401978462934,0.9997518658638,1
277,0.0002490448532626033,0.9997509121894836,1
278,0.00025258836103603244,0.9997474551200867,1
279,0.9993688464164734,0.0006312130717560649,0
280,0.9993801116943359,0.0006198235787451267,0
281,0.9993570446968079,0.0006429909262806177,0
282,0.0002494643267709762,0.999750554561615,1
283,0.0002477219677530229,0.9997522234916687,1
284,0.0002529596968088299,0.9997469782829285,1
285,0.00025220331735908985,0.9997478127479553,1
286,0.00024475521058775485,0.9997552037239075,1
287,0.9993686079978943,0.0006314186030067503,0
288,0.00024844150175340474,0.9997515082359314,1
289,0.9993758797645569,0.0006241591181606054,0
290,0.999363362789154,0.0006366843590512872,0
291,0.0006705697160214186,0.9993294477462769,1
292,0.9993664622306824,0.0006335703074000776,0
293,0.9987325072288513,0.0012674881145358086,0
294,0.9993828535079956,0.0006171598215587437,0
295,0.9993849992752075,0.0006149262771941721,0
296,0.0002484086435288191,0.999751627445221,1
297,0.9993500113487244,0.0006499307346530259,0
298,0.9993765950202942,0.0006234106258489192,0
299,0.0002507493773009628,0.9997492432594299,1
300,0.9993744492530823,0.000625521584879607,0
301,0.9993544220924377,0.0006455864640884101,0
302,0.9993807077407837,0.0006192954024299979,0
303,0.9993805885314941,0.0006193479057401419,0
304,0.00024850881891325116,0.9997515082359314,1
305,0.9993745684623718,0.0006254495237953961,0
306,0.9993630051612854,0.0006369698676280677,0
307,0.00025177470524795353,0.999748170375824,1
308,0.00024948097416199744,0.999750554561615,1
309,0.9993638396263123,0.0006361147970892489,0
310,0.9993688464164734,0.00063114776276052,0
311,0.0002462321426719427,0.9997537732124329,1
312,0.9993836879730225,0.000616268371231854,0
313,0.9993870258331299,0.0006129552493803203,0
314,0.0004996105562895536,0.9995003938674927,1
315,0.9993840456008911,0.0006159583572298288,0
316,0.9993690848350525,0.0006309769814833999,0
317,0.0003020533767994493,0.9996979236602783,1
318,0.9993864297866821,0.0006135923322290182,0
319,0.9993706345558167,0.0006293760961852968,0
320,0.9993715882301331,0.0006283948896452785,0
321,0.9993613362312317,0.0006386433378793299,0
322,0.0002900274994317442,0.9997099041938782,1
323,0.0002495849330443889,0.9997504353523254,1
324,0.0002471218758728355,0.9997528195381165,1
325,0.0002452109183650464,0.9997548460960388,1
326,0.999382495880127,0.0006174969021230936,0
327,0.0002451725595165044,0.9997548460960388,1
328,0.9993419051170349,0.0006580570479854941,0
329,0.9993534684181213,0.0006465525948442519,0
330,0.000247302174102515,0.9997527003288269,1
331,0.9993775486946106,0.0006224974640645087,0
332,0.9993508458137512,0.0006491717649623752,0
333,0.00024316956114489585,0.9997568726539612,1
334,0.999349057674408,0.0006509337690658867,0
335,0.9993832111358643,0.0006167937535792589,0
336,0.00024948763893917203,0.999750554561615,1
337,0.9993669390678406,0.000633075600489974,0
338,0.0002532937505748123,0.9997467398643494,1
339,0.9993797540664673,0.0006202221848070621,0
340,0.00024585542269051075,0.9997541308403015,1
341,0.9992696642875671,0.000730335945263505,0
342,0.0002487963647581637,0.9997511506080627,1
343,0.9993677735328674,0.0006322911940515041,0
344,0.9993522763252258,0.0006476923008449376,0
345,0.000789020792581141,0.9992109537124634,1
346,0.00024896225659176707,0.9997510313987732,1
347,0.0002488919999450445,0.9997511506080627,1
348,0.9993744492530823,0.0006256111082620919,0
349,0.0002454387431498617,0.9997546076774597,1
350,0.9993833303451538,0.0006166061502881348,0
351,0.0002486708981450647,0.9997512698173523,1
352,0.9993687272071838,0.000631322618573904,0
353,0.9993809461593628,0.0006190513959154487,0
354,0.00024332865723408759,0.9997566342353821,1
355,0.00024815721553750336,0.9997518658638,1
356,0.9993057250976562,0.0006942452164366841,0
357,0.0002478349197190255,0.9997521042823792,1
358,0.00024723619571886957,0.9997528195381165,1
359,0.00024952355306595564,0.9997504353523254,1
360,0.9992874264717102,0.0007125444244593382,0
361,0.9993515610694885,0.0006484903860837221,0
362,0.00029725025524385273,0.9997027516365051,1
363,0.00025484454818069935,0.9997451901435852,1
364,0.9992030262947083,0.0007969618891365826,0
365,0.9993833303451538,0.0006166238454170525,0
366,0.00024805148132145405,0.9997519850730896,1
367,0.9993526339530945,0.0006473263492807746,0
368,0.0002533092047087848,0.9997467398643494,1
369,0.00024786233552731574,0.9997521042823792,1
370,0.9993521571159363,0.000647807726636529,0
371,0.9993783235549927,0.0006216003675945103,0
372,0.0002635476994328201,0.999736487865448,1
373,0.9957402944564819,0.0042596724815666676,0
374,0.9993754029273987,0.0006246036500670016,0
375,0.9941351413726807,0.005864809732884169,0
376,0.0002529300982132554,0.999747097492218,1
377,0.9993815422058105,0.0006184313097037375,0
378,0.9993873834609985,0.0006126474472694099,0
379,0.00025096943136304617,0.9997490048408508,1
380,0.9993698000907898,0.0006301674293354154,0
381,0.9919468760490417,0.008053111843764782,0
382,0.9990334510803223,0.0009666176047176123,0
383,0.9993647933006287,0.0006352472701109946,0
384,0.999351441860199,0.0006485057529062033,0
385,0.9993603825569153,0.0006396201206371188,0
386,0.0002630732487887144,0.9997369647026062,1
387,0.0006425942410714924,0.9993574023246765,1
388,0.9993826150894165,0.0006173745496198535,0
389,0.00024360349925700575,0.999756395816803,1
390,0.9991518259048462,0.0008481862023472786,0
391,0.9993727803230286,0.0006272122845984995,0
392,0.9993828535079956,0.0006171241984702647,0
393,0.9993705153465271,0.0006295363418757915,0
394,0.9993547797203064,0.0006452638772316277,0
395,0.9993590712547302,0.0006408850313164294,0
396,0.9993571639060974,0.0006428043125197291,0
397,0.0003368134202901274,0.999663233757019,1
398,0.9993748068809509,0.0006251854938454926,0
399,0.00028010335518047214,0.9997199177742004,1
400,0.00024633968132548034,0.9997536540031433,1
401,0.0010548552963882685,0.9989451766014099,1
402,0.999377965927124,0.0006220271461643279,0
403,0.00024910992942750454,0.9997509121894836,1
404,0.00025088185793720186,0.9997491240501404,1
405,0.9993731379508972,0.0006268506986089051,0
406,0.0002493920037522912,0.999750554561615,1
407,0.9993733763694763,0.0006266159471124411,0
408,0.00048556295223534107,0.9995144605636597,1
409,0.9993822574615479,0.0006177079048939049,0
410,0.9993755221366882,0.0006245316471904516,0
411,0.0002471345942467451,0.9997528195381165,1
412,0.9993770718574524,0.0006229705177247524,0
413,0.9825950860977173,0.017404858022928238,0
414,0.9993541836738586,0.0006458579446189106,0
415,0.9993880987167358,0.000611885916441679,0
416,0.00025136145995929837,0.9997486472129822,1
417,0.00024762091925367713,0.9997523427009583,1
418,0.9993707537651062,0.0006292471080087125,0
419,0.9993554949760437,0.0006444540922529995,0
420,0.9993442893028259,0.0006557313026860356,0
421,0.00025042565539479256,0.9997496008872986,1
422,0.9992905855178833,0.0007094175089150667,0
423,0.0002745365782175213,0.9997254014015198,1
424,0.0002563674352131784,0.999743640422821,1
425,0.9993706345558167,0.0006294030463322997,0
426,0.9993671774864197,0.0006327902665361762,0
427,0.9993550181388855,0.0006450151558965445,0
428,0.0002500730042811483,0.9997499585151672,1
429,0.0002483669377397746,0.999751627445221,1
430,0.9993782043457031,0.0006217384361661971,0
431,0.9993809461593628,0.0006190445856191218,0
432,0.0004789827798958868,0.999521017074585,1
433,0.9993606209754944,0.0006394452648237348,0
434,0.9993789196014404,0.0006210112478584051,0
435,0.9993754029273987,0.0006246155244298279,0
436,0.9993823766708374,0.0006176081369630992,0
437,0.9993834495544434,0.0006165368831716478,0
438,0.0002584801404736936,0.9997414946556091,1
439,0.0002454249479342252,0.9997546076774597,1
440,0.9993714690208435,0.0006285060080699623,0
441,0.0002515671367291361,0.9997484087944031,1
442,0.9993652701377869,0.0006347534363158047,0
443,0.9993427395820618,0.0006572767160832882,0
444,0.00024907098850235343,0.9997509121894836,1
445,0.9993703961372375,0.000629607995506376,0
446,0.00025089000700972974,0.9997491240501404,1
447,0.9993792772293091,0.0006207062397152185,0
448,0.9867877960205078,0.0132121741771698,0
449,0.0005085322773084044,0.9994914531707764,1
450,0.9992608428001404,0.000739188224542886,0
451,0.9993754029273987,0.0006246629054658115,0
452,0.9993616938591003,0.0006383723230101168,0
453,0.9975646734237671,0.0024353989865630865,0
454,0.00025157074560411274,0.9997484087944031,1
455,0.0006189903360791504,0.9993809461593628,1
456,0.9993664622306824,0.0006335968500934541,0
457,0.9993677735328674,0.0006322182598523796,0
458,0.00024499918799847364,0.9997549653053284,1
459,0.9993730187416077,0.0006270180456340313,0
460,0.00024494034005329013,0.9997550845146179,1
461,0.0002483022981323302,0.9997517466545105,1
462,0.00025701671256683767,0.9997429251670837,1
463,0.00024963729083538055,0.9997503161430359,1
464,0.9970024228096008,0.0029975390061736107,0
465,0.0002504671865608543,0.999749481678009,1
466,0.9993826150894165,0.0006173736182972789,0
467,0.9993615746498108,0.0006384428706951439,0
468,0.9906805157661438,0.009319477714598179,0
469,0.0002684239880181849,0.9997316002845764,1
470,0.9993619322776794,0.0006381144048646092,0
471,0.9993559718132019,0.0006440237048082054,0
472,0.0006300911772996187,0.9993699193000793,1
473,0.9993643164634705,0.0006356408703140914,0
474,0.00024735715123824775,0.9997527003288269,1
475,0.0002518351830076426,0.999748170375824,1
476,0.0002610852534417063,0.999738872051239,1
477,0.0002499967231415212,0.9997499585151672,1
478,0.00025047242525033653,0.999749481678009,1
479,0.998956561088562,0.0010433763964101672,0
480,0.0002457585942465812,0.9997542500495911,1
481,0.01318119466304779,0.986818790435791,1
482,0.0002578583371359855,0.9997420907020569,1
483,0.00025240008835680783,0.9997475743293762,1
484,0.00026974111096933484,0.9997302889823914,1
485,0.0002501509734429419,0.9997498393058777,1
486,0.9993728995323181,0.0006270729936659336,0
487,0.0002527059114072472,0.9997473359107971,1
488,0.0002499643014743924,0.9997500777244568,1
489,0.00026738105225376785,0.9997325539588928,1
490,0.9993865489959717,0.000613462005276233,0
491,0.9993813037872314,0.0006186181562952697,0
492,0.0002505240263417363,0.999749481678009,1
493,0.9993699193000793,0.0006300527602434158,0
494,0.9993826150894165,0.0006173430010676384,0
495,0.9993554949760437,0.0006445638136938214,0
496,0.000292816199362278,0.9997071623802185,1
497,0.9993799924850464,0.000619934347923845,0
498,0.9993783235549927,0.0006216122419573367,0
499,0.00024387006124015898,0.9997561573982239,1
500,0.9993552565574646,0.0006447004270739853,0
501,0.9993614554405212,0.0006385018350556493,0
502,0.00025064588407985866,0.9997493624687195,1
503,0.0002517727843951434,0.999748170375824,1
504,0.9993128776550293,0.0006870943470858037,0
505,0.00023796720779500902,0.9997619986534119,1
506,0.9993798732757568,0.0006200456991791725,0
507,0.9993793964385986,0.0006205296376720071,0
508,0.0002456831862218678,0.9997543692588806,1
509,0.00025766619364731014,0.999742329120636,1
510,0.0002512037754058838,0.9997487664222717,1
511,0.9993433356285095,0.0006566944648511708,0
512,0.00024853748618625104,0.9997515082359314,1
513,0.9993797540664673,0.0006202653748914599,0
514,0.9993630051612854,0.000636946817394346,0
515,0.0002476022928021848,0.9997523427009583,1
516,0.00025072545395232737,0.9997492432594299,1
517,0.9993797540664673,0.0006201828364282846,0
518,0.0002493461361154914,0.9997506737709045,1
519,0.9993748068809509,0.0006251872982829809,0
520,0.999277651309967,0.0007223495049402118,0
521,0.00024859909899532795,0.9997513890266418,1
522,0.9993517994880676,0.0006482512108050287,0
523,0.00025222593103535473,0.9997478127479553,1
524,0.0002606773341540247,0.9997393488883972,1
525,0.9993813037872314,0.0006187225808389485,0
526,0.9993534684181213,0.0006465784972533584,0
527,0.0002493011998012662,0.9997506737709045,1
528,0.9993667006492615,0.0006332717603072524,0
529,0.0002442961558699608,0.9997556805610657,1
530,0.9993345141410828,0.0006654358585365117,0
531,0.00024783750995993614,0.9997521042823792,1
532,0.0002503528376109898,0.9997496008872986,1
533,0.00024733354803174734,0.9997527003288269,1
534,0.9993670582771301,0.0006329845637083054,0
535,0.0002470634353812784,0.999752938747406,1
536,0.9993599057197571,0.0006401278078556061,0
537,0.9977452158927917,0.0022547589614987373,0
538,0.99937504529953,0.0006249460275284946,0
539,0.000244758470216766,0.9997552037239075,1
540,0.00025001814356073737,0.9997499585151672,1
541,0.9993783235549927,0.0006216824986040592,0
542,0.9993816614151001,0.0006182945799082518,0
543,0.00025267989258281887,0.9997473359107971,1
544,0.00024886426399461925,0.9997511506080627,1
545,0.9993746876716614,0.0006253973697312176,0
546,0.9993557333946228,0.0006442471640184522,0
547,0.9987460374832153,0.0012539648450911045,0
548,0.9993877410888672,0.0006122966879047453,0
549,0.0005193984252400696,0.999480664730072,1
550,0.0002544813323765993,0.9997455477714539,1
551,0.0002613544638734311,0.9997386336326599,1
552,0.00025898090098053217,0.9997410178184509,1
553,0.9993477463722229,0.0006522058392874897,0
554,0.9993707537651062,0.0006292855250649154,0
555,0.9993828535079956,0.0006170758861117065,0
556,0.9993131160736084,0.0006869097705930471,0
557,0.0002891060139518231,0.9997108578681946,1
558,0.9993707537651062,0.0006292810430750251,0
559,0.9993683695793152,0.0006316009094007313,0
560,0.00024424842558801174,0.9997557997703552,1
561,0.0002467296435497701,0.9997532963752747,1
562,0.9993583559989929,0.0006416160031221807,0
563,0.0002485867589712143,0.9997513890266418,1
564,0.9993799924850464,0.0006199461640790105,0
565,0.9993625283241272,0.000637506484054029,0
566,0.9993475079536438,0.0006525021162815392,0
567,0.9993857145309448,0.0006142620113678277,0
568,0.999371349811554,0.0006286255083978176,0
569,0.00026627114857546985,0.9997337460517883,1
570,0.999372661113739,0.0006273637991398573,0
571,0.00033677712781354785,0.999663233757019,1
572,0.00024377218505833298,0.9997562766075134,1
573,0.00025007707881741226,0.9997499585151672,1
574,0.9993846416473389,0.0006153862341307104,0
575,0.00024645854136906564,0.9997535347938538,1
576,0.9993715882301331,0.0006284479168243706,0
577,0.9993403553962708,0.0006596592138521373,0
578,0.0002447918523102999,0.9997552037239075,1
579,0.00025228940648958087,0.9997476935386658,1
580,0.00024811294861137867,0.9997518658638,1
581,0.9993776679039001,0.0006223676027730107,0
582,0.00024788075825199485,0.9997521042823792,1
583,0.9993776679039001,0.0006223913514986634,0
584,0.9993463158607483,0.000653682800475508,0
585,0.9993855953216553,0.0006143536302261055,0
586,0.9993575215339661,0.0006424677558243275,0
587,0.999373733997345,0.0006263180985115469,0
588,0.9993245601654053,0.0006754915812052786,0
589,0.000250338256591931,0.9997496008872986,1
590,0.0002505558368284255,0.999749481678009,1
591,0.0002521871938370168,0.9997478127479553,1
592,0.0002752017171587795,0.999724805355072,1
593,0.0002505374141037464,0.999749481678009,1
594,0.00025841238675639033,0.9997416138648987,1
595,0.00024789306917227805,0.9997521042823792,1
596,0.9993636012077332,0.0006364135188050568,0
597,0.9993426203727722,0.0006573449936695397,0
598,0.00025848799850791693,0.9997414946556091,1
599,0.999382495880127,0.0006174227455630898,0
600,0.00024977538851089776,0.9997501969337463,1
601,0.0002466073492541909,0.9997534155845642,1
602,0.9992245435714722,0.0007755019469186664,0
603,0.0002598195569589734,0.9997401833534241,1
604,0.9993846416473389,0.0006152961868792772,0
605,0.00027145311469212174,0.9997285008430481,1
606,0.0002514570951461792,0.9997485280036926,1
607,0.9993836879730225,0.0006162960198707879,0
608,0.0002502111019566655,0.9997498393058777,1
609,0.00025619418011046946,0.9997437596321106,1
610,0.9993529915809631,0.0006470266380347311,0
611,0.0002483605348970741,0.999751627445221,1
